Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-01-02,492.4169149630152,492.9269008174238,475.9276978427075,481.65740966796875,41125400.0,0.0,0.0
2024-01-03,474.8277371470654,481.8173995731091,473.17782063005194,475.6676940917969,32089600.0,0.0,0.0
2024-01-04,477.6475998464708,484.97724247575263,475.05769452213394,479.9574890136719,30653500.0,0.0,0.0
2024-01-05,484.59725234566076,495.4467492683494,483.03732799632047,490.94696044921875,41456800.0,0.0,0.0
2024-01-08,495.0967460611004,522.7254535381536,494.76677498381866,522.5054931640625,64251000.0,0.0,0.0
2024-01-09,523.9854537310143,543.2245423454635,516.8758015659237,531.3751220703125,77310000.0,0.0,0.0
2024-01-10,536.1348050009552,545.9743699509833,534.864906118595,543.4744873046875,53379600.0,0.0,0.0
2024-01-11,549.964211470419,553.4340805636872,535.5748713011493,548.1942749023438,59675900.0,0.0,0.0
2024-01-12,546.1744196098422,549.6742556148072,543.2745310785241,547.0743408203125,35247900.0,0.0,0.0
2024-01-16,550.1542038084857,568.3233350277694,548.9742664431028,563.7935791015625,44958000.0,0.0,0.0
2024-01-17,563.4435265768236,564.6835196496912,547.3743344640463,560.5037231445312,47439400.0,0.0,0.0
2024-01-18,572.5731093666915,575.9729742526274,561.043682087628,571.043212890625,49165000.0,0.0,0.0
2024-01-19,579.8628258107696,594.9721027125769,572.2231693735665,594.882080078125,54210300.0,0.0,0.0
2024-01-22,600.4618510336633,603.2817262112128,590.672331768599,596.5120239257812,45295500.0,0.0,0.0
2024-01-23,595.672078119088,599.0718820639266,585.8225033945589,598.701904296875,29465400.0,0.0,0.0
2024-01-24,603.0116661504815,628.4604835153165,599.3518648365299,613.5911865234375,56027100.0,0.0,0.0
2024-01-25,623.4707251739889,627.1605543608972,608.4714294600998,616.1410522460938,48277700.0,0.0,0.0
2024-01-26,609.5713833999547,617.8010388886267,605.7015697978993,610.2813720703125,39030900.0,0.0,0.0
2024-01-29,612.2912887425915,624.8607065175925,609.0414411716959,624.6207275390625,34873300.0,0.0,0.0
2024-01-30,628.9705220045091,634.9002367720275,622.57079752668,627.7105712890625,41073500.0,0.0,0.0
2024-01-31,614.3711956069668,622.6607846529175,606.9715184159966,615.2411499023438,45379500.0,0.0,0.0
2024-02-01,620.9708934740116,631.8803552636043,616.4711043908667,630.240478515625,36914600.0,0.0,0.0
2024-02-02,639.7100088424377,665.968787933637,636.8701761170225,661.5689697265625,47578000.0,0.0,0.0
2024-02-05,682.2179876850402,694.937361545793,672.0184540796995,693.2874755859375,68007800.0,0.0,0.0
2024-02-06,696.2673457798666,697.5072778844439,662.9689190649632,682.197998046875,68311100.0,0.0,0.0
2024-02-07,683.157939858031,702.1670574706372,675.9682748484547,700.9570922851562,49557500.0,0.0,0.0
2024-02-08,700.7071333965963,707.9068080038953,694.5174211968044,696.3773193359375,41442200.0,0.0,0.0
2024-02-09,705.2969536383907,721.8161377355045,702.0870821405521,721.2962036132812,43663700.0,0.0,0.0
2024-02-12,725.9659604471091,746.0750029131206,712.4665934140016,722.4461059570312,61371000.0,0.0,0.0
2024-02-13,703.9669966080675,734.4655667736158,696.1673744771075,721.2462158203125,60258000.0,0.0,0.0
2024-02-14,731.9856790073508,742.3251597591762,719.3462573272933,738.96533203125,50491700.0,0.0,0.0
2024-02-15,738.655377182341,739.715325054747,723.9660633181978,726.5459594726562,42012200.0,0.0,0.0
2024-02-16,740.9652449366281,743.9851228201451,724.9760046794784,726.095947265625,49391800.0,0.0,0.0
2024-02-20,719.436207066238,719.5262296968826,677.3082403130875,694.4874267578125,70483300.0,0.0,0.0
2024-02-21,680.0280696050181,688.8476628410896,662.4488778746595,674.6882934570312,69029800.0,0.0,0.0
2024-02-22,750.2147837455526,785.7131173982913,742.1651738138547,785.3431396484375,86510000.0,0.0,0.0
2024-02-23,807.8621112163919,823.9013365183499,775.6636100941372,788.1329956054688,82938800.0,0.0,0.0
2024-02-26,796.9626053551382,806.4221834706275,785.0131538337564,790.8828735351562,50397300.0,0.0,0.0
2024-02-27,793.7727522357101,794.7626960200453,771.5837909424479,786.9730834960938,39170500.0,0.0,0.0
2024-02-28,776.1635943931806,789.2929832413806,771.2138144312154,776.5935668945312,39311000.0,0.0,0.0
2024-02-29,790.9029015093931,799.8625031907945,783.4632480590909,791.0828857421875,50728900.0,0.0,0.0
2024-03-01,799.9624942259578,822.9614159349542,794.3127346975691,822.7514038085938,47677700.0,0.0,0.0
2024-03-04,841.2605289733142,876.9088813228284,837.1507363891035,852.3300170898438,61561600.0,0.0,0.0
2024-03-05,852.7000122070312,860.969970703125,834.1699829101562,859.6400146484375,52063900.0,0.04,0.0
2024-03-06,880.219970703125,897.239990234375,870.2999877929688,887.0,58252000.0,0.0,0.0
2024-03-07,901.5800170898438,927.6699829101562,896.02001953125,926.6900024414062,60811900.0,0.0,0.0
2024-03-08,951.3800048828125,974.0,865.0599975585938,875.280029296875,113299600.0,0.0,0.0
2024-03-11,864.2899780273438,887.969970703125,841.6599731445312,857.739990234375,67836400.0,0.0,0.0
2024-03-12,880.489990234375,919.5999755859375,861.5,919.1300048828125,66807500.0,0.0,0.0
2024-03-13,910.5499877929688,915.0399780273438,884.3499755859375,908.8800048828125,63571300.0,0.0,0.0
2024-03-14,895.77001953125,906.4600219726562,866.0,879.4400024414062,60231800.0,0.0,0.0
2024-03-15,869.2999877929688,895.4600219726562,862.5700073242188,878.3699951171875,64019300.0,0.0,0.0
2024-03-18,903.8800048828125,924.0499877929688,870.8499755859375,884.5499877929688,66897600.0,0.0,0.0
2024-03-19,867.0,905.4400024414062,850.0999755859375,893.97998046875,67217100.0,0.0,0.0
2024-03-20,897.969970703125,904.0999755859375,882.22998046875,903.719970703125,47906300.0,0.0,0.0
2024-03-21,923.0,926.47998046875,904.0499877929688,914.3499755859375,48037200.0,0.0,0.0
2024-03-22,911.4099731445312,947.780029296875,908.3400268554688,942.8900146484375,58521500.0,0.0,0.0
2024-03-25,939.4099731445312,967.6599731445312,935.0999755859375,950.02001953125,55213600.0,0.0,0.0
2024-03-26,958.510009765625,963.75,925.02001953125,925.6099853515625,51364800.0,0.0,0.0
2024-03-27,931.1199951171875,932.4000244140625,891.22998046875,902.5,58606700.0,0.0,0.0
2024-03-28,900.0,913.0,891.9299926757812,903.5599975585938,43521200.0,0.0,0.0
2024-04-01,902.989990234375,922.25,892.0399780273438,903.6300048828125,45244100.0,0.0,0.0
