Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2024-03-18,514.0,515.47998046875,512.4400024414062,512.8599853515625,88893300.0,0.0,0.0,0.0
2024-03-19,512.1500244140625,516.0,511.1199951171875,515.7100219726562,60755300.0,0.0,0.0,0.0
2024-03-20,515.77001953125,520.6199951171875,515.0800170898438,520.47998046875,69594600.0,0.0,0.0,0.0
2024-03-21,523.3900146484375,524.1099853515625,521.9099731445312,522.2000122070312,60256100.0,0.0,0.0,0.0
2024-03-22,522.1099853515625,522.6099853515625,520.969970703125,521.2100219726562,79023000.0,0.0,0.0,0.0
2024-03-25,519.7999877929688,520.9500122070312,519.6099853515625,519.77001953125,48512100.0,0.0,0.0,0.0
2024-03-26,521.22998046875,521.5800170898438,518.4000244140625,518.8099975585938,65463700.0,0.0,0.0,0.0
2024-03-27,521.7100219726562,523.2100219726562,519.489990234375,523.1699829101562,82999800.0,0.0,0.0,0.0
2024-03-28,523.2100219726562,524.6099853515625,522.780029296875,523.0700073242188,96294900.0,0.0,0.0,0.0
2024-04-01,523.8300170898438,524.3800048828125,520.969970703125,522.1599731445312,62477500.0,0.0,0.0,0.0
2024-04-02,518.239990234375,518.97998046875,516.47998046875,518.8400268554688,74230300.0,0.0,0.0,0.0
2024-04-03,517.719970703125,520.9500122070312,517.6699829101562,519.4099731445312,59155800.0,0.0,0.0,0.0
2024-04-04,523.52001953125,523.8699951171875,512.760009765625,513.0700073242188,96858100.0,0.0,0.0,0.0
2024-04-05,514.4600219726562,520.4400024414062,514.010009765625,518.4299926757812,74482100.0,0.0,0.0,0.0
2024-04-08,519.1500244140625,520.1799926757812,517.8900146484375,518.719970703125,48401800.0,0.0,0.0,0.0
2024-04-09,520.5,520.75,514.3499755859375,519.3200073242188,68124400.0,0.0,0.0,0.0
2024-04-10,513.47998046875,516.1599731445312,512.0900268554688,514.1199951171875,82652800.0,0.0,0.0,0.0
2024-04-11,515.6799926757812,519.47998046875,512.0800170898438,518.0,70099000.0,0.0,0.0,0.0
2024-04-12,514.3699951171875,515.8200073242188,509.0799865722656,510.8500061035156,92469100.0,0.0,0.0,0.0
2024-04-15,515.1300048828125,515.2999877929688,503.5799865722656,504.45001220703125,92101400.0,0.0,0.0,0.0
2024-04-16,504.94000244140625,506.5,502.2099914550781,503.5299987792969,73484000.0,0.0,0.0,0.0
2024-04-17,506.04998779296875,506.2200012207031,499.1199951171875,500.54998779296875,75910300.0,0.0,0.0,0.0
2024-04-18,501.9800109863281,504.1300048828125,498.55999755859375,499.5199890136719,74548100.0,0.0,0.0,0.0
2024-04-19,499.44000244140625,500.4599914550781,493.8599853515625,495.1600036621094,102129100.0,0.0,0.0,0.0
2024-04-22,497.8299865722656,502.3800048828125,495.42999267578125,499.7200012207031,67961000.0,0.0,0.0,0.0
2024-04-23,501.7799987792969,506.0899963378906,499.5299987792969,505.6499938964844,64633600.0,0.0,0.0,0.0
2024-04-24,506.55999755859375,507.3699951171875,503.1300048828125,505.4100036621094,55928100.0,0.0,0.0,0.0
2024-04-25,499.17999267578125,504.2699890136719,497.489990234375,503.489990234375,69122400.0,0.0,0.0,0.0
2024-04-26,506.3500061035156,509.8800048828125,505.70001220703125,508.260009765625,64306100.0,0.0,0.0,0.0
2024-04-29,510.0899963378906,510.75,507.25,510.05999755859375,46415400.0,0.0,0.0,0.0
2024-04-30,508.55999755859375,509.55999755859375,501.9800109863281,501.9800109863281,77483600.0,0.0,0.0,0.0
