Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2024-01-02,405.30405776933077,405.55372762778893,399.71144684441293,402.058349609375,58026900.0,0.0,0.0,0.0
2024-01-03,399.4018788661373,400.4704732289511,397.3645946616809,397.8039855957031,47002800.0,0.0,0.0,0.0
2024-01-04,395.9164757157022,399.0623098251306,395.5369726558915,395.7566833496094,39432800.0,0.0,0.0,0.0
2024-01-05,395.926482572823,399.0323610522872,394.81793252833626,396.22607421875,44867900.0,0.0,0.0,0.0
2024-01-08,397.4644218177367,404.70484778041384,397.3146259967231,404.4152526855469,42473800.0,0.0,0.0,0.0
2024-01-09,401.37927729829926,406.15296403920934,401.1795292094795,405.2142028808594,39132900.0,0.0,0.0,0.0
2024-01-10,405.53378744514583,408.97921339610326,404.63498200042994,407.9605712890625,33962800.0,0.0,0.0,0.0
2024-01-11,409.24886964835457,410.65701136212465,403.7061802885431,408.8094482421875,54536200.0,0.0,0.0,0.0
2024-01-12,409.85805214426796,410.7069357969942,407.6110233161993,409.0191650390625,39581400.0,0.0,0.0,0.0
2024-01-16,407.77079344152736,410.5770801866176,406.29273692122234,408.97918701171875,43903000.0,0.0,0.0,0.0
2024-01-17,405.63363654979264,407.0517442698194,402.3879284098406,406.6722412109375,54386000.0,0.0,0.0,0.0
2024-01-18,409.9778711692447,413.03382780577664,408.6196817651317,412.4446105957031,59562500.0,0.0,0.0,0.0
2024-01-19,414.67168873583785,420.7836021861495,414.0824715086768,420.6238098144531,70268500.0,0.0,0.0,0.0
2024-01-22,422.8508698657048,424.16913405513674,420.5638853900313,421.173095703125,44880600.0,0.0,0.0,0.0
2024-01-23,421.87214467838135,423.1404870610755,420.0146155660101,422.9207763671875,33003800.0,0.0,0.0,0.0
2024-01-24,426.87555948917066,429.28238069391955,424.7683299375942,425.2676696777344,46948000.0,0.0,0.0,0.0
2024-01-25,427.7943122638035,428.4734374488691,423.42012189732765,425.7869873046875,44367200.0,0.0,0.0,0.0
2024-01-26,423.8795086238587,425.64716028032205,422.591203598421,423.2503356933594,37137000.0,0.0,0.0,0.0
2024-01-29,423.7097136358119,427.7843428048131,423.05058155031827,427.5845947265625,38694700.0,0.0,0.0,0.0
2024-01-30,426.5360141621999,427.1152348535286,423.8196047437607,424.7383728027344,36739000.0,0.0,0.0,0.0
2024-01-31,420.29425371094277,422.31157523332075,416.23961757167734,416.41937255859375,64010600.0,0.0,0.0,0.0
2024-02-01,418.23699053920467,421.8222462372166,417.25827367095525,421.3229064941406,51008600.0,0.0,0.0,0.0
