Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2024-05-01 00:00:00-04:00,423.1499938964844,430.1400146484375,420.6600036621094,421.5199890136719,52251700,0.0,0.0,0.0
2024-05-02 00:00:00-04:00,425.29998779296875,427.80999755859375,420.6300048828125,426.8999938964844,36559000,0.0,0.0,0.0
2024-05-03 00:00:00-04:00,434.44000244140625,436.4800109863281,432.6199951171875,435.4800109863281,48515300,0.0,0.0,0.0
2024-05-06 00:00:00-04:00,437.29998779296875,440.3399963378906,436.5199890136719,440.25,30227200,0.0,0.0,0.0
2024-05-07 00:00:00-04:00,440.70001220703125,441.9700012207031,439.5799865722656,440.32000732421875,30996100,0.0,0.0,0.0
2024-05-08 00:00:00-04:00,437.6700134277344,441.4800109863281,437.54998779296875,440.05999755859375,24896700,0.0,0.0,0.0
2024-05-09 00:00:00-04:00,440.3299865722656,441.6000061035156,438.4599914550781,441.0199890136719,24580100,0.0,0.0,0.0
2024-05-10 00:00:00-04:00,442.5400085449219,444.30999755859375,440.5,442.05999755859375,27116600,0.0,0.0,0.0
2024-05-13 00:00:00-04:00,443.989990234375,444.0899963378906,441.6499938964844,443.0799865722656,22994200,0.0,0.0,0.0
2024-05-14 00:00:00-04:00,442.6499938964844,446.4700012207031,442.4599914550781,445.92999267578125,34478300,0.0,0.0,0.0
2024-05-15 00:00:00-04:00,448.42999267578125,453.1499938964844,446.8999938964844,452.8999938964844,41464700,0.0,0.0,0.0
2024-05-16 00:00:00-04:00,452.7099914550781,454.69000244140625,451.80999755859375,451.9800109863281,34780400,0.0,0.0,0.0
2024-05-17 00:00:00-04:00,452.1099853515625,452.7200012207031,449.5400085449219,451.760009765625,35803700,0.0,0.0,0.0
2024-05-20 00:00:00-04:00,451.9800109863281,455.5799865722656,451.7900085449219,454.9100036621094,24426400,0.0,0.0,0.0
