Datetime,open,high,low,close,volume,sentscore
2024-02-15 09:30:00,189.58999633789062,193.61000061035156,188.8594970703125,192.8699951171875,17286354.0,0.0
2024-02-15 10:00:00,192.88999938964844,195.75999450683594,192.6800994873047,195.17999267578125,13604143.0,0.0
2024-02-15 10:30:00,195.14370727539062,195.4499969482422,193.00999450683594,193.0529022216797,10069468.0,-0.34
2024-02-15 11:00:00,193.05999755859375,193.85000610351562,192.3699951171875,193.6470947265625,6988261.0,0.0
2024-02-15 11:30:00,193.63999938964844,194.75999450683594,193.52999877929688,194.69000244140625,5185640.0,0.0
2024-02-15 12:00:00,194.7100067138672,196.3300018310547,194.67010498046875,195.5800018310547,7702455.0,0.0
2024-02-15 12:30:00,195.5800018310547,196.5500030517578,195.51010131835938,195.860107421875,5568630.0,0.0
2024-02-15 13:00:00,195.8699951171875,198.33230590820312,195.61000061035156,198.1114959716797,9611119.0,0.0
2024-02-15 13:30:00,198.1219940185547,198.74989318847656,197.27000427246094,198.1649932861328,8294300.0,0.0
2024-02-15 14:00:00,198.15150451660156,198.1699981689453,197.0500030517578,197.89999389648438,5724497.0,0.0
2024-02-15 14:30:00,197.89999389648438,198.6300048828125,197.89999389648438,198.35000610351562,5500153.0,0.0
2024-02-15 15:00:00,198.36000061035156,198.89999389648438,197.56500244140625,198.81500244140625,6262116.0,0.0
2024-02-15 15:30:00,198.80999755859375,200.8800048828125,198.80999755859375,200.49000549316406,13652658.0,0.0
2024-02-15 16:00:00,198.80999755859375,200.8800048828125,198.80999755859375,200.49000549316406,13652658.0,0.0
2024-02-15 16:30:00,198.80999755859375,200.8800048828125,198.80999755859375,200.49000549316406,13652658.0,0.0
2024-02-15 17:00:00,198.80999755859375,200.8800048828125,198.80999755859375,200.49000549316406,13652658.0,0.0
2024-02-15 17:30:00,198.80999755859375,200.8800048828125,198.80999755859375,200.49000549316406,13652658.0,0.10606666666666666
2024-02-15 18:00:00,198.80999755859375,200.8800048828125,198.80999755859375,200.49000549316406,13652658.0,0.0
2024-02-15 18:30:00,198.80999755859375,200.8800048828125,198.80999755859375,200.49000549316406,13652658.0,0.0
2024-02-15 19:00:00,198.80999755859375,200.8800048828125,198.80999755859375,200.49000549316406,13652658.0,0.54495
2024-02-15 19:30:00,198.80999755859375,200.8800048828125,198.80999755859375,200.49000549316406,13652658.0,0.0
2024-02-15 20:00:00,198.80999755859375,200.8800048828125,198.80999755859375,200.49000549316406,13652658.0,0.0
2024-02-15 20:30:00,198.80999755859375,200.8800048828125,198.80999755859375,200.49000549316406,13652658.0,0.0
2024-02-15 21:00:00,198.80999755859375,200.8800048828125,198.80999755859375,200.49000549316406,13652658.0,-0.2023
2024-02-15 21:30:00,198.80999755859375,200.8800048828125,198.80999755859375,200.49000549316406,13652658.0,0.0
2024-02-15 22:00:00,198.80999755859375,200.8800048828125,198.80999755859375,200.49000549316406,13652658.0,0.7906
2024-02-15 22:30:00,198.80999755859375,200.8800048828125,198.80999755859375,200.49000549316406,13652658.0,0.58665
2024-02-15 23:00:00,198.80999755859375,200.8800048828125,198.80999755859375,200.49000549316406,13652658.0,0.0
2024-02-15 23:30:00,198.80999755859375,200.8800048828125,198.80999755859375,200.49000549316406,13652658.0,0.0
2024-02-16 00:00:00,198.80999755859375,200.8800048828125,198.80999755859375,200.49000549316406,13652658.0,0.0
2024-02-16 00:30:00,198.80999755859375,200.8800048828125,198.80999755859375,200.49000549316406,13652658.0,0.7016
2024-02-16 01:00:00,200.67970275878906,203.1699981689453,197.39999389648438,198.67999267578125,25476939.0,0.0
2024-02-16 01:30:00,200.67970275878906,203.1699981689453,197.39999389648438,198.67999267578125,25476939.0,0.0
2024-02-16 02:00:00,200.67970275878906,203.1699981689453,197.39999389648438,198.67999267578125,25476939.0,0.3818
2024-02-16 02:30:00,200.67970275878906,203.1699981689453,197.39999389648438,198.67999267578125,25476939.0,0.0
2024-02-16 03:00:00,200.67970275878906,203.1699981689453,197.39999389648438,198.67999267578125,25476939.0,0.0
2024-02-16 03:30:00,200.67970275878906,203.1699981689453,197.39999389648438,198.67999267578125,25476939.0,0.9841
2024-02-16 04:00:00,200.67970275878906,203.1699981689453,197.39999389648438,198.67999267578125,25476939.0,0.0
2024-02-16 04:30:00,200.67970275878906,203.1699981689453,197.39999389648438,198.67999267578125,25476939.0,0.0
2024-02-16 05:00:00,200.67970275878906,203.1699981689453,197.39999389648438,198.67999267578125,25476939.0,0.0
2024-02-16 05:30:00,200.67970275878906,203.1699981689453,197.39999389648438,198.67999267578125,25476939.0,0.8744
2024-02-16 06:00:00,200.67970275878906,203.1699981689453,197.39999389648438,198.67999267578125,25476939.0,0.0
2024-02-16 06:30:00,200.67970275878906,203.1699981689453,197.39999389648438,198.67999267578125,25476939.0,0.9764
2024-02-16 07:00:00,200.67970275878906,203.1699981689453,197.39999389648438,198.67999267578125,25476939.0,0.0
2024-02-16 07:30:00,200.67970275878906,203.1699981689453,197.39999389648438,198.67999267578125,25476939.0,0.0
2024-02-16 08:00:00,200.67970275878906,203.1699981689453,197.39999389648438,198.67999267578125,25476939.0,0.0
2024-02-16 08:30:00,200.67970275878906,203.1699981689453,197.39999389648438,198.67999267578125,25476939.0,0.0
2024-02-16 09:00:00,200.67970275878906,203.1699981689453,197.39999389648438,198.67999267578125,25476939.0,0.0
2024-02-16 09:30:00,200.67970275878906,203.1699981689453,197.39999389648438,198.67999267578125,25476939.0,0.0
2024-02-16 10:00:00,198.6699981689453,201.02000427246094,197.7301025390625,199.11000061035156,11209822.0,0.0
2024-02-16 10:30:00,199.1300048828125,200.67999267578125,198.02999877929688,200.30999755859375,8608595.0,0.0
2024-02-16 11:00:00,200.35000610351562,201.6999969482422,199.82000732421875,201.22000122070312,7383734.0,0.0
2024-02-16 11:30:00,201.21730041503906,202.64999389648438,201.1999969482422,202.29119873046875,7185963.0,0.0
2024-02-16 12:00:00,202.30999755859375,202.94000244140625,199.60000610351562,200.49989318847656,8367075.0,0.0
2024-02-16 12:30:00,200.49740600585938,201.28909301757812,199.74000549316406,200.02999877929688,5842699.0,0.0
2024-02-16 13:00:00,200.02020263671875,200.0998992919922,198.11000061035156,199.414306640625,6122727.0,0.1779
2024-02-16 13:30:00,199.39999389648438,199.89999389648438,198.75999450683594,199.66000366210938,4471020.0,0.0
2024-02-16 14:00:00,199.67999267578125,201.11000061035156,199.66000366210938,200.86000061035156,5429267.0,0.0
2024-02-16 14:30:00,200.85049438476562,201.3699951171875,199.10000610351562,200.39999389648438,5932488.0,0.0
2024-02-16 15:00:00,200.4199981689453,200.8000030517578,199.80999755859375,200.08999633789062,4465528.0,-0.0683
2024-02-16 15:30:00,200.08999633789062,200.22439575195312,199.32000732421875,199.94000244140625,7519851.0,0.0
2024-02-16 16:00:00,200.08999633789062,200.22439575195312,199.32000732421875,199.94000244140625,7519851.0,0.46855
2024-02-16 16:30:00,200.08999633789062,200.22439575195312,199.32000732421875,199.94000244140625,7519851.0,0.0
2024-02-16 17:00:00,200.08999633789062,200.22439575195312,199.32000732421875,199.94000244140625,7519851.0,-0.074
2024-02-16 17:30:00,200.08999633789062,200.22439575195312,199.32000732421875,199.94000244140625,7519851.0,0.32642
2024-02-16 18:00:00,200.08999633789062,200.22439575195312,199.32000732421875,199.94000244140625,7519851.0,0.12008333333333332
2024-02-16 18:30:00,200.08999633789062,200.22439575195312,199.32000732421875,199.94000244140625,7519851.0,-0.3842
2024-02-16 19:00:00,200.08999633789062,200.22439575195312,199.32000732421875,199.94000244140625,7519851.0,-0.01544
2024-02-16 19:30:00,200.08999633789062,200.22439575195312,199.32000732421875,199.94000244140625,7519851.0,0.0
2024-02-16 20:00:00,200.08999633789062,200.22439575195312,199.32000732421875,199.94000244140625,7519851.0,0.0
2024-02-16 20:30:00,200.08999633789062,200.22439575195312,199.32000732421875,199.94000244140625,7519851.0,0.27715
2024-02-16 21:00:00,200.08999633789062,200.22439575195312,199.32000732421875,199.94000244140625,7519851.0,-0.08895
2024-02-16 21:30:00,200.08999633789062,200.22439575195312,199.32000732421875,199.94000244140625,7519851.0,0.0
2024-02-16 22:00:00,200.08999633789062,200.22439575195312,199.32000732421875,199.94000244140625,7519851.0,0.0
2024-02-16 22:30:00,200.08999633789062,200.22439575195312,199.32000732421875,199.94000244140625,7519851.0,0.0
2024-02-16 23:00:00,200.08999633789062,200.22439575195312,199.32000732421875,199.94000244140625,7519851.0,0.8074
2024-02-16 23:30:00,200.08999633789062,200.22439575195312,199.32000732421875,199.94000244140625,7519851.0,0.0
2024-02-17 00:00:00,200.08999633789062,200.22439575195312,199.32000732421875,199.94000244140625,7519851.0,0.0
