Date,sentscore
2024-04-02 14:30:00,0.39593893
2024-04-02 15:00:00,0.5206451
2024-04-02 15:30:00,0.46627727
2024-04-02 16:00:00,0.46627727
2024-04-02 16:30:00,0.59753144
2024-04-02 17:00:00,0.4661871
2024-04-02 17:30:00,0.4552874
2024-04-02 18:00:00,0.46627727
2024-04-02 18:30:00,0.46627727
2024-04-02 19:00:00,0.46627727
2024-04-02 19:30:00,0.42550144
2024-04-02 20:00:00,0.46627727
2024-04-02 20:30:00,0.46627727
2024-04-02 21:00:00,0.46627727
2024-04-02 21:30:00,0.46627727
2024-04-02 22:00:00,0.46627727
2024-04-02 22:30:00,0.66530746
2024-04-02 23:00:00,0.32560062
2024-04-02 23:30:00,0.45206082
2024-04-03 00:00:00,0.45367718
2024-04-03 00:30:00,0.3031739
2024-04-03 01:00:00,0.46627727
2024-04-03 01:30:00,0.46627727
2024-04-03 02:00:00,0.4393689
2024-04-03 02:30:00,0.78912276
2024-04-03 03:00:00,0.26647562
2024-04-03 03:30:00,0.46627727
2024-04-03 04:00:00,0.4638252
2024-04-03 04:30:00,0.35662332
2024-04-03 05:00:00,0.46627727
2024-04-03 05:30:00,0.26956138
2024-04-03 06:00:00,0.46627727
2024-04-03 06:30:00,0.46627727
2024-04-03 07:00:00,0.46627727
2024-04-03 07:30:00,0.93767905
2024-04-03 08:00:00,0.46627727
2024-04-03 08:30:00,0.46627727
2024-04-03 09:00:00,0.46627727
2024-04-03 09:30:00,0.46627727
2024-04-03 10:00:00,0.46627727
2024-04-03 10:30:00,0.46627727
2024-04-03 11:00:00,0.46627727
2024-04-03 11:30:00,0.46627727
2024-04-03 12:00:00,0.46627727
2024-04-03 12:30:00,0.46627727
2024-04-03 13:00:00,0.46627727
2024-04-03 13:30:00,0.46627727
2024-04-03 14:00:00,0.46627727
2024-04-03 14:30:00,0.46627727
2024-04-03 15:00:00,0.46627727
2024-04-03 15:30:00,0.46627727
2024-04-03 16:00:00,0.46627727
2024-04-03 16:30:00,0.51239806
2024-04-03 17:00:00,0.31686687
2024-04-03 17:30:00,0.46627727
2024-04-03 18:00:00,0.56902504
2024-04-03 18:30:00,0.42306116
2024-04-03 19:00:00,0.46627727
2024-04-03 19:30:00,0.46627727
2024-04-03 20:00:00,0.3048545
2024-04-03 20:30:00,0.42631695
2024-04-03 21:00:00,0.44276688
2024-04-03 21:30:00,0.31970465
2024-04-03 22:00:00,0.3355466
2024-04-03 22:30:00,0.43283007
2024-04-03 23:00:00,0.115329504
2024-04-03 23:30:00,0.55586016
2024-04-04 00:00:00,0.6714789
2024-04-04 00:30:00,0.29094115
2024-04-04 01:00:00,0.46627727
2024-04-04 01:30:00,0.6594666
2024-04-04 02:00:00,0.62938064
2024-04-04 02:30:00,0.46627727
2024-04-04 03:00:00,0.98324883
2024-04-04 03:30:00,0.46627727
2024-04-04 04:00:00,0.8713356
2024-04-04 04:30:00,0.46627727
2024-04-04 05:00:00,0.46627727
2024-04-04 05:30:00,0.46627727
2024-04-04 06:00:00,0.46627727
2024-04-04 06:30:00,0.46627727
2024-04-04 07:00:00,0.46627727
2024-04-04 07:30:00,0.46627727
2024-04-04 08:00:00,0.46627727
2024-04-04 08:30:00,0.46627727
2024-04-04 09:00:00,0.62938064
2024-04-04 09:30:00,0.46627727
2024-04-04 10:00:00,0.46627727
2024-04-04 10:30:00,0.46627727
2024-04-04 11:00:00,0.16745648
2024-04-04 11:30:00,0.46627727
2024-04-04 12:00:00,0.46627727
2024-04-04 12:30:00,0.7965616
2024-04-04 13:00:00,0.3431232
2024-04-04 13:30:00,0.46627727
2024-04-04 14:00:00,0.46627727
2024-04-04 14:30:00,0.46627727
2024-04-04 15:00:00,0.46627727
2024-04-04 15:30:00,0.46627727
2024-04-04 16:00:00,0.33053228
2024-04-04 16:30:00,0.46627727
2024-04-04 17:00:00,0.33267576
2024-04-04 17:30:00,0.46627727
2024-04-04 18:00:00,0.7476306
2024-04-04 18:30:00,0.3843674
2024-04-04 19:00:00,0.5639299
2024-04-04 19:30:00,0.46627727
2024-04-04 20:00:00,0.52720684
2024-04-04 20:30:00,0.48049372
2024-04-04 21:00:00,0.3944236
2024-04-04 21:30:00,0.85728455
2024-04-04 22:00:00,0.46627727
2024-04-04 22:30:00,0.36051723
2024-04-04 23:00:00,0.21346706
2024-04-04 23:30:00,0.46627727
2024-04-05 00:00:00,0.46627727
2024-04-05 00:30:00,0.27892882
2024-04-05 01:00:00,0.46627727
2024-04-05 01:30:00,0.46627727
2024-04-05 02:00:00,0.46627727
2024-04-05 02:30:00,0.46627727
2024-04-05 03:00:00,0.46627727
2024-04-05 03:30:00,0.683326
2024-04-05 04:00:00,0.7384285
2024-04-05 04:30:00,0.46627727
2024-04-05 05:00:00,0.6821872
2024-04-05 05:30:00,0.46627727
2024-04-05 06:00:00,0.04105133
2024-04-05 06:30:00,0.46627727
2024-04-05 07:00:00,0.46627727
2024-04-05 07:30:00,0.46627727
2024-04-05 08:00:00,0.46627727
2024-04-05 08:30:00,0.46627727
2024-04-05 09:00:00,0.46627727
2024-04-05 09:30:00,0.46627727
2024-04-05 10:00:00,0.46627727
2024-04-05 10:30:00,0.46627727
2024-04-05 11:00:00,0.46627727
2024-04-05 11:30:00,0.46627727
2024-04-05 12:00:00,0.46627727
2024-04-05 12:30:00,0.46627727
2024-04-05 13:00:00,0.39741018
2024-04-05 13:30:00,0.46627727
2024-04-05 14:00:00,0.46627727
2024-04-05 14:30:00,0.46627727
2024-04-05 15:00:00,0.5152909
2024-04-05 15:30:00,0.46627727
2024-04-05 16:00:00,0.39135623
2024-04-05 16:30:00,0.46732423
2024-04-05 17:00:00,0.44741386
2024-04-05 17:30:00,0.5364044
2024-04-05 18:00:00,0.46627727
2024-04-05 18:30:00,0.39059794
2024-04-05 19:00:00,0.41275898
2024-04-05 19:30:00,0.4707626
2024-04-05 20:00:00,0.30113512
2024-04-05 20:30:00,0.38472557
2024-04-05 21:00:00,0.66886157
2024-04-05 21:30:00,0.48049372
2024-04-05 22:00:00,0.7384285
2024-04-05 22:30:00,0.37249282
2024-04-05 23:00:00,0.5925906
2024-04-05 23:30:00,0.46991405
2024-04-06 00:00:00,0.5657924
2024-04-06 00:30:00,0.46627727
2024-04-06 01:00:00,0.64161336
2024-04-06 01:30:00,0.5753113
2024-04-06 02:00:00,0.46627727
2024-04-06 02:30:00,0.54375136
2024-04-06 03:00:00,0.6536257
2024-04-06 03:30:00,0.46627727
2024-04-06 04:00:00,0.60584575
2024-04-06 04:30:00,0.59703547
2024-04-06 05:00:00,0.46627727
2024-04-06 05:30:00,0.46627727
2024-04-06 06:00:00,0.34675997
2024-04-06 06:30:00,0.46627727
2024-04-06 07:00:00,0.54110646
2024-04-06 07:30:00,0.46627727
2024-04-06 08:00:00,0.21346706
2024-04-06 08:30:00,0.46627727
2024-04-06 09:00:00,0.7082323
2024-04-06 09:30:00,0.46627727
2024-04-06 10:00:00,0.46627727
2024-04-06 10:30:00,0.46627727
2024-04-06 11:00:00,0.46627727
2024-04-06 11:30:00,0.46627727
2024-04-06 12:00:00,0.46627727
2024-04-06 12:30:00,0.46627727
2024-04-06 13:00:00,0.46627727
2024-04-06 13:30:00,0.46627727
2024-04-06 14:00:00,0.46627727
2024-04-06 14:30:00,0.46627727
2024-04-06 15:00:00,0.46627727
2024-04-06 15:30:00,0.43798214
2024-04-06 16:00:00,0.46627727
2024-04-06 16:30:00,0.46627727
2024-04-06 17:00:00,0.6159356
2024-04-06 17:30:00,0.46175888
2024-04-06 18:00:00,0.46627727
2024-04-06 18:30:00,0.46627727
2024-04-06 19:00:00,0.5777496
2024-04-06 19:30:00,0.46627727
2024-04-06 20:00:00,0.46627727
2024-04-06 20:30:00,0.87960106
2024-04-06 21:00:00,0.46627727
2024-04-06 21:30:00,0.46627727
2024-04-06 22:00:00,0.46627727
2024-04-06 22:30:00,0.46627727
2024-04-06 23:00:00,0.46627727
2024-04-06 23:30:00,0.46627727
2024-04-07 00:00:00,0.46627727
2024-04-07 00:30:00,0.46627727
2024-04-07 01:00:00,0.46627727
2024-04-07 01:30:00,0.46627727
2024-04-07 02:00:00,0.38191536
2024-04-07 02:30:00,0.46627727
2024-04-07 03:00:00,0.81061274
2024-04-07 03:30:00,0.46627727
2024-04-07 04:00:00,0.46627727
2024-04-07 04:30:00,0.46627727
2024-04-07 05:00:00,0.46627727
2024-04-07 05:30:00,0.46627727
2024-04-07 06:00:00,0.46627727
2024-04-07 06:30:00,0.46627727
2024-04-07 07:00:00,0.46627727
2024-04-07 07:30:00,0.46627727
2024-04-07 08:00:00,0.46627727
2024-04-07 08:30:00,0.6168173
2024-04-07 09:00:00,0.46627727
2024-04-07 09:30:00,0.46627727
2024-04-07 10:00:00,0.46627727
2024-04-07 10:30:00,0.46627727
2024-04-07 11:00:00,0.46627727
2024-04-07 11:30:00,0.46627727
2024-04-07 12:00:00,0.46627727
2024-04-07 12:30:00,0.7190875
2024-04-07 13:00:00,0.46627727
2024-04-07 13:30:00,0.46627727
2024-04-07 14:00:00,0.46627727
2024-04-07 14:30:00,0.46627727
2024-04-07 15:00:00,0.21556094
2024-04-07 15:30:00,0.46627727
2024-04-07 16:00:00,0.46627727
2024-04-07 16:30:00,0.42473
2024-04-07 17:00:00,0.31573725
2024-04-07 17:30:00,0.46627727
2024-04-07 18:00:00,0.46627727
2024-04-07 18:30:00,0.46627727
2024-04-07 19:00:00,0.46627727
2024-04-07 19:30:00,0.46627727
2024-04-07 20:00:00,0.46627727
2024-04-07 20:30:00,0.46627727
2024-04-07 21:00:00,-0.030857384
2024-04-07 21:30:00,0.46627727
2024-04-07 22:00:00,0.46627727
2024-04-07 22:30:00,0.46627727
2024-04-07 23:00:00,0.46627727
2024-04-07 23:30:00,0.46627727
2024-04-08 00:00:00,0.92203
2024-04-08 00:30:00,0.46627727
2024-04-08 01:00:00,0.46627727
2024-04-08 01:30:00,0.46627727
2024-04-08 02:00:00,0.46627727
2024-04-08 02:30:00,0.46627727
2024-04-08 03:00:00,0.46627727
2024-04-08 03:30:00,0.46627727
2024-04-08 04:00:00,0.5909742
2024-04-08 04:30:00,0.46627727
2024-04-08 05:00:00,0.9194952
2024-04-08 05:30:00,0.46627727
2024-04-08 06:00:00,0.46627727
2024-04-08 06:30:00,0.7565021
2024-04-08 07:00:00,0.46627727
2024-04-08 07:30:00,0.46627727
2024-04-08 08:00:00,0.46627727
2024-04-08 08:30:00,0.46627727
2024-04-08 09:00:00,0.92203
2024-04-08 09:30:00,0.46627727
2024-04-08 10:00:00,0.46627727
2024-04-08 10:30:00,0.46627727
2024-04-08 11:00:00,0.46627727
2024-04-08 11:30:00,0.46627727
2024-04-08 12:00:00,0.46627727
2024-04-08 12:30:00,0.46627727
2024-04-08 13:00:00,0.46627727
2024-04-08 13:30:00,0.46627727
2024-04-08 14:00:00,0.5569943
2024-04-08 14:30:00,0.46627727
2024-04-08 15:00:00,0.5505428
2024-04-08 15:30:00,0.46627727
2024-04-08 16:00:00,0.5067225
2024-04-08 16:30:00,0.46627727
2024-04-08 17:00:00,0.61309785
2024-04-08 17:30:00,0.50174123
2024-04-08 18:00:00,0.47087833
2024-04-08 18:30:00,0.4974515
2024-04-08 19:00:00,0.43815663
2024-04-08 19:30:00,0.57875985
2024-04-08 20:00:00,0.24619792
2024-04-08 20:30:00,0.56641227
2024-04-08 21:00:00,0.3950573
2024-04-08 21:30:00,0.38472557
2024-04-08 22:00:00,0.6368195
2024-04-08 22:30:00,0.48280802
2024-04-08 23:00:00,0.8692969
2024-04-08 23:30:00,0.7868774
2024-04-09 00:00:00,0.46627727
2024-04-09 00:30:00,0.2633899
2024-04-09 01:00:00,0.7814084
2024-04-09 01:30:00,0.30760965
2024-04-09 02:00:00,0.63500106
2024-04-09 02:30:00,0.91679525
2024-04-09 03:00:00,0.9770498
2024-04-09 03:30:00,0.46627727
2024-04-09 04:00:00,0.4522399
2024-04-09 04:30:00,0.60530084
2024-04-09 05:00:00,0.018514425
2024-04-09 05:30:00,0.46627727
2024-04-09 06:00:00,-0.058518857
2024-04-09 06:30:00,0.8357395
2024-04-09 07:00:00,0.12712145
2024-04-09 07:30:00,0.46627727
2024-04-09 08:00:00,0.46627727
2024-04-09 08:30:00,0.46627727
2024-04-09 09:00:00,0.6168173
2024-04-09 09:30:00,0.46627727
2024-04-09 10:00:00,0.46627727
2024-04-09 10:30:00,0.27475476
2024-04-09 11:00:00,0.59111196
2024-04-09 11:30:00,0.46627727
2024-04-09 12:00:00,0.61450297
2024-04-09 12:30:00,0.46627727
2024-04-09 13:00:00,0.5335102
2024-04-09 13:30:00,0.46627727
2024-04-09 14:00:00,0.46627727
2024-04-09 14:30:00,0.3786092
2024-04-09 15:00:00,0.3572074
2024-04-09 15:30:00,0.46627727
2024-04-09 16:00:00,0.18571377
2024-04-09 16:30:00,0.69539344
2024-04-09 17:00:00,0.5537433
2024-04-09 17:30:00,0.39429504
2024-04-09 18:00:00,0.5539453
2024-04-09 18:30:00,0.41627175
2024-04-09 19:00:00,0.46627727
2024-04-09 19:30:00,0.26157153
2024-04-09 20:00:00,0.46627727
2024-04-09 20:30:00,0.46627727
2024-04-09 21:00:00,0.46627727
2024-04-09 21:30:00,0.46627727
2024-04-09 22:00:00,0.46627727
2024-04-09 22:30:00,0.46627727
2024-04-09 23:00:00,0.46627727
2024-04-09 23:30:00,0.46627727
2024-04-10 00:00:00,0.46627727
2024-04-10 00:30:00,0.46627727
2024-04-10 01:00:00,0.46627727
2024-04-10 01:30:00,0.46627727
2024-04-10 02:00:00,0.46627727
2024-04-10 02:30:00,0.46627727
2024-04-10 03:00:00,0.46627727
2024-04-10 03:30:00,0.46627727
2024-04-10 04:00:00,0.15222979
2024-04-10 04:30:00,0.05686578
2024-04-10 05:00:00,0.46627727
2024-04-10 05:30:00,0.46627727
2024-04-10 06:00:00,0.46627727
2024-04-10 06:30:00,0.46627727
2024-04-10 07:00:00,0.62938064
2024-04-10 07:30:00,0.46627727
2024-04-10 08:00:00,0.46627727
2024-04-10 08:30:00,0.46627727
2024-04-10 09:00:00,0.46627727
2024-04-10 09:30:00,0.46627727
2024-04-10 10:00:00,0.46627727
2024-04-10 10:30:00,0.46627727
2024-04-10 11:00:00,0.46627727
2024-04-10 11:30:00,0.46627727
2024-04-10 12:00:00,0.46627727
2024-04-10 12:30:00,0.46627727
2024-04-10 13:00:00,0.46627727
2024-04-10 13:30:00,0.48045698
2024-04-10 14:00:00,0.46627727
2024-04-10 14:30:00,0.46627727
2024-04-10 15:00:00,0.5471677
2024-04-10 15:30:00,0.46627727
2024-04-10 16:00:00,0.69416285
2024-04-10 16:30:00,0.46627727
2024-04-10 17:00:00,0.51245314
2024-04-10 17:30:00,0.46627727
2024-04-10 18:00:00,0.46627727
2024-04-10 18:30:00,0.46272317
2024-04-10 19:00:00,0.46627727
2024-04-10 19:30:00,0.50835353
2024-04-10 20:00:00,0.53194565
2024-04-10 20:30:00,0.3519947
2024-04-10 21:00:00,0.46627727
2024-04-10 21:30:00,0.46627727
2024-04-10 22:00:00,0.4378444
