Date,Open,High,Low,Close,Volume
2024-03-25 09:30:00,168.72999572753906,175.24000549316406,168.72999572753906,172.59500122070312,17074745.0
2024-03-25 10:00:00,172.58999633789062,172.6999053955078,170.07000732421875,170.56500244140625,8642458.0
2024-03-25 10:30:00,170.58999633789062,170.7899932861328,169.5500030517578,169.9600067138672,7221877.0
2024-03-25 11:00:00,169.96170043945312,171.27999877929688,169.9600067138672,171.17990112304688,5016685.0
2024-03-25 11:30:00,171.17999267578125,172.0800018310547,170.8802032470703,171.88999938964844,4458923.0
2024-03-25 12:00:00,171.89999389648438,172.63999938964844,171.64999389648438,172.3249969482422,3876682.0
2024-03-25 12:30:00,172.33999633789062,173.0800018310547,172.10000610351562,172.860107421875,4308114.0
2024-03-25 13:00:00,172.8699951171875,172.8699951171875,172.24000549316406,172.27330017089844,3032381.0
2024-03-25 13:30:00,172.26199340820312,172.72999572753906,172.1699981689453,172.59140014648438,2145653.0
2024-03-25 14:00:00,172.61000061035156,173.60000610351562,172.52999877929688,173.32260131835938,5305236.0
2024-03-25 14:30:00,173.32000732421875,173.7198944091797,172.63999938964844,172.66000366210938,3336427.0
2024-03-25 15:00:00,172.66000366210938,172.73849487304688,171.92999267578125,171.97970581054688,2798987.0
2024-03-25 15:30:00,171.97000122070312,172.80999755859375,171.8800048828125,172.63999938964844,4172079.0
2024-03-25 16:00:00,171.97000122070312,172.80999755859375,171.8800048828125,172.63999938964844,4172079.0
2024-03-25 16:30:00,171.97000122070312,172.80999755859375,171.8800048828125,172.63999938964844,4172079.0
2024-03-25 17:00:00,171.97000122070312,172.80999755859375,171.8800048828125,172.63999938964844,4172079.0
2024-03-25 17:30:00,171.97000122070312,172.80999755859375,171.8800048828125,172.63999938964844,4172079.0
2024-03-25 18:00:00,171.97000122070312,172.80999755859375,171.8800048828125,172.63999938964844,4172079.0
2024-03-25 18:30:00,171.97000122070312,172.80999755859375,171.8800048828125,172.63999938964844,4172079.0
2024-03-25 19:00:00,171.97000122070312,172.80999755859375,171.8800048828125,172.63999938964844,4172079.0
2024-03-25 19:30:00,171.97000122070312,172.80999755859375,171.8800048828125,172.63999938964844,4172079.0
2024-03-25 20:00:00,171.97000122070312,172.80999755859375,171.8800048828125,172.63999938964844,4172079.0
2024-03-25 20:30:00,171.97000122070312,172.80999755859375,171.8800048828125,172.63999938964844,4172079.0
2024-03-25 21:00:00,171.97000122070312,172.80999755859375,171.8800048828125,172.63999938964844,4172079.0
2024-03-25 21:30:00,171.97000122070312,172.80999755859375,171.8800048828125,172.63999938964844,4172079.0
2024-03-25 22:00:00,171.97000122070312,172.80999755859375,171.8800048828125,172.63999938964844,4172079.0
